2025-05-30 21:12:42,503 - GameLogger - INFO - Gemini API 키가 성공적으로 설정되었어요! 냐옹! 🚀
2025-05-30 21:12:46,771 - GameLogger - INFO - 프로빈스 1 생성: 타일 5개, 인구 55,000, GDP 92,000
2025-05-30 21:12:47,052 - GameLogger - INFO - 프로빈스 142 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,054 - GameLogger - INFO - 프로빈스 143 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,056 - GameLogger - INFO - 프로빈스 144 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,057 - GameLogger - INFO - 프로빈스 145 생성: 타일 1개, 인구 51,000, GDP 82,400
2025-05-30 21:12:47,060 - GameLogger - INFO - 프로빈스 146 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,062 - GameLogger - INFO - 프로빈스 147 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,063 - GameLogger - INFO - 프로빈스 148 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,065 - GameLogger - INFO - 프로빈스 149 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,066 - GameLogger - INFO - 프로빈스 150 생성: 타일 29개, 인구 79,000, GDP 149,600
2025-05-30 21:12:47,068 - GameLogger - INFO - 프로빈스 151 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,070 - GameLogger - INFO - 프로빈스 152 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,071 - GameLogger - INFO - 프로빈스 153 생성: 타일 1개, 인구 51,000, GDP 82,400
2025-05-30 21:12:47,071 - GameLogger - INFO - 프로빈스 154 생성: 타일 1개, 인구 51,000, GDP 82,400
2025-05-30 21:12:47,072 - GameLogger - INFO - 프로빈스 155 생성: 타일 1개, 인구 51,000, GDP 82,400
2025-05-30 21:12:47,072 - GameLogger - INFO - 프로빈스 156 생성: 타일 4개, 인구 54,000, GDP 89,600
2025-05-30 21:12:47,073 - GameLogger - INFO - 프로빈스 157 생성: 타일 9개, 인구 59,000, GDP 101,600
2025-05-30 21:12:47,074 - GameLogger - INFO - 프로빈스 158 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,076 - GameLogger - INFO - 프로빈스 159 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,077 - GameLogger - INFO - 프로빈스 160 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,078 - GameLogger - INFO - 프로빈스 161 생성: 타일 1개, 인구 51,000, GDP 82,400
2025-05-30 21:12:47,080 - GameLogger - INFO - 프로빈스 162 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,081 - GameLogger - INFO - 프로빈스 163 생성: 타일 1개, 인구 51,000, GDP 82,400
2025-05-30 21:12:47,082 - GameLogger - INFO - 프로빈스 164 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,084 - GameLogger - INFO - 프로빈스 165 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,085 - GameLogger - INFO - 프로빈스 166 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,086 - GameLogger - INFO - 프로빈스 167 생성: 타일 25개, 인구 75,000, GDP 140,000
2025-05-30 21:12:47,086 - GameLogger - INFO - 프로빈스 168 생성: 타일 3개, 인구 53,000, GDP 87,200
2025-05-30 21:12:47,088 - GameLogger - INFO - 프로빈스 169 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,090 - GameLogger - INFO - 프로빈스 170 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,092 - GameLogger - INFO - 프로빈스 171 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,093 - GameLogger - INFO - 프로빈스 172 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,094 - GameLogger - INFO - 프로빈스 173 생성: 타일 1개, 인구 51,000, GDP 82,400
2025-05-30 21:12:47,095 - GameLogger - INFO - 프로빈스 174 생성: 타일 17개, 인구 67,000, GDP 120,800
2025-05-30 21:12:47,095 - GameLogger - INFO - 프로빈스 175 생성: 타일 1개, 인구 51,000, GDP 82,400
2025-05-30 21:12:47,097 - GameLogger - INFO - 프로빈스 176 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,098 - GameLogger - INFO - 프로빈스 177 생성: 타일 29개, 인구 79,000, GDP 149,600
2025-05-30 21:12:47,098 - GameLogger - INFO - 프로빈스 178 생성: 타일 10개, 인구 60,000, GDP 104,000
2025-05-30 21:12:47,099 - GameLogger - INFO - 프로빈스 179 생성: 타일 11개, 인구 61,000, GDP 106,400
2025-05-30 21:12:47,099 - GameLogger - INFO - 프로빈스 180 생성: 타일 1개, 인구 51,000, GDP 82,400
2025-05-30 21:12:47,101 - GameLogger - INFO - 프로빈스 181 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,102 - GameLogger - INFO - 프로빈스 182 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,104 - GameLogger - INFO - 프로빈스 183 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,106 - GameLogger - INFO - 프로빈스 184 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,108 - GameLogger - INFO - 프로빈스 185 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,108 - GameLogger - INFO - 프로빈스 186 생성: 타일 4개, 인구 54,000, GDP 89,600
2025-05-30 21:12:47,108 - GameLogger - INFO - 프로빈스 187 생성: 타일 5개, 인구 55,000, GDP 92,000
2025-05-30 21:12:47,109 - GameLogger - INFO - 프로빈스 188 생성: 타일 7개, 인구 57,000, GDP 96,800
2025-05-30 21:12:47,109 - GameLogger - INFO - 프로빈스 189 생성: 타일 12개, 인구 62,000, GDP 108,799
2025-05-30 21:12:47,111 - GameLogger - INFO - 프로빈스 190 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,113 - GameLogger - INFO - 프로빈스 191 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,115 - GameLogger - INFO - 프로빈스 192 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,116 - GameLogger - INFO - 프로빈스 193 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,118 - GameLogger - INFO - 프로빈스 194 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,119 - GameLogger - INFO - 프로빈스 195 생성: 타일 3개, 인구 53,000, GDP 87,200
2025-05-30 21:12:47,119 - GameLogger - INFO - 프로빈스 196 생성: 타일 6개, 인구 56,000, GDP 94,400
2025-05-30 21:12:47,122 - GameLogger - INFO - 프로빈스 197 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,123 - GameLogger - INFO - 프로빈스 198 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,125 - GameLogger - INFO - 프로빈스 199 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,125 - GameLogger - INFO - 프로빈스 200 생성: 타일 16개, 인구 66,000, GDP 118,400
2025-05-30 21:12:47,127 - GameLogger - INFO - 프로빈스 201 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,129 - GameLogger - INFO - 프로빈스 202 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,129 - GameLogger - INFO - 프로빈스 203 생성: 타일 1개, 인구 51,000, GDP 82,400
2025-05-30 21:12:47,130 - GameLogger - INFO - 프로빈스 204 생성: 타일 5개, 인구 55,000, GDP 92,000
2025-05-30 21:12:47,132 - GameLogger - INFO - 프로빈스 205 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,134 - GameLogger - INFO - 프로빈스 206 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,135 - GameLogger - INFO - 프로빈스 207 생성: 타일 32개, 인구 82,000, GDP 156,800
2025-05-30 21:12:47,137 - GameLogger - INFO - 프로빈스 208 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,138 - GameLogger - INFO - 프로빈스 209 생성: 타일 1개, 인구 51,000, GDP 82,400
2025-05-30 21:12:47,140 - GameLogger - INFO - 프로빈스 210 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,141 - GameLogger - INFO - 프로빈스 211 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,142 - GameLogger - INFO - 프로빈스 212 생성: 타일 2개, 인구 52,000, GDP 84,800
2025-05-30 21:12:47,142 - GameLogger - INFO - 프로빈스 213 생성: 타일 5개, 인구 55,000, GDP 92,000
2025-05-30 21:12:47,144 - GameLogger - INFO - 프로빈스 214 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,146 - GameLogger - INFO - 프로빈스 215 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,147 - GameLogger - INFO - 프로빈스 216 생성: 타일 20개, 인구 70,000, GDP 128,000
2025-05-30 21:12:47,148 - GameLogger - INFO - 프로빈스 217 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,150 - GameLogger - INFO - 프로빈스 218 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,151 - GameLogger - INFO - 프로빈스 219 생성: 타일 5개, 인구 55,000, GDP 92,000
2025-05-30 21:12:47,152 - GameLogger - INFO - 프로빈스 220 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,154 - GameLogger - INFO - 프로빈스 221 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,155 - GameLogger - INFO - 프로빈스 222 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,156 - GameLogger - INFO - 프로빈스 223 생성: 타일 19개, 인구 69,000, GDP 125,600
2025-05-30 21:12:47,157 - GameLogger - INFO - 프로빈스 224 생성: 타일 23개, 인구 73,000, GDP 135,200
2025-05-30 21:12:47,158 - GameLogger - INFO - 프로빈스 225 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,159 - GameLogger - INFO - 프로빈스 226 생성: 타일 26개, 인구 76,000, GDP 142,400
